Date,TransportType,Route,DepartureTime,ArrivalTime,Passengers,DepartureStation,ArrivalStation,Delay
2023-04-01,Bus,Route_3,22:29,22:39,24,Station_16,Station_8,7
2023-04-01,Metro,Route_8,05:14,06:58,95,Station_14,Station_9,11
2023-04-01,Train,Route_7,19:13,20:42,67,Station_12,Station_13,11
2023-04-01,Train,Route_8,10:14,11:36,11,Station_18,Station_7,1
2023-04-01,Bus,Route_2,09:17,10:26,43,Station_14,Station_3,0
2023-04-01,Metro,Route_5,05:54,07:24,40,Station_7,Station_12,15
2023-04-01,Bus,Route_5,12:09,13:39,72,Station_10,Station_2,14
2023-04-01,Bus,Route_1,17:25,19:00,5,Station_5,Station_2,14
2023-04-01,Train,Route_4,12:22,13:37,85,Station_9,Station_1,5
2023-04-01,Bus,Route_8,03:50,05:49,68,Station_20,Station_7,6
2023-04-01,Metro,Route_9,22:50,24:14,83,Station_9,Station_10,2
2023-04-01,Tram,Route_2,22:56,23:02,33,Station_7,Station_16,5
2023-04-01,Metro,Route_3,13:23,14:29,16,Station_17,Station_16,9
2023-04-01,Metro,Route_6,09:45,11:46,53,Station_9,Station_18,2
2023-04-01,Train,Route_3,21:29,22:17,12,Station_19,Station_8,4
2023-04-01,Train,Route_2,10:05,11:57,99,Station_5,Station_3,2
2023-04-01,Bus,Route_10,05:40,07:01,95,Station_9,Station_8,15
2023-04-01,Train,Route_6,17:50,18:07,70,Station_8,Station_18,1
2023-04-01,Tram,Route_3,22:20,24:21,2,Station_6,Station_10,14
2023-04-01,Bus,Route_8,06:22,08:12,25,Station_11,Station_17,7
2023-04-01,Bus,Route_1,09:01,10:30,91,Station_11,Station_8,8
2023-04-01,Bus,Route_3,19:54,21:19,4,Station_16,Station_7,14
2023-04-01,Tram,Route_3,08:31,09:29,16,Station_6,Station_2,0
2023-04-01,Tram,Route_1,21:10,22:31,29,Station_10,Station_15,14
2023-04-01,Metro,Route_7,22:18,23:36,23,Station_19,Station_17,1
2023-04-01,Train,Route_2,16:22,16:42,13,Station_12,Station_19,6
2023-04-01,Bus,Route_9,18:48,20:25,88,Station_15,Station_1,13
2023-04-01,Bus,Route_4,22:23,22:42,46,Station_8,Station_11,6
2023-04-01,Tram,Route_10,17:36,18:43,97,Station_16,Station_9,3
2023-04-01,Bus,Route_9,08:08,08:43,50,Station_5,Station_14,9
2023-04-01,Metro,Route_4,14:55,15:00,15,Station_15,Station_11,1
2023-04-01,Tram,Route_7,15:28,16:15,3,Station_19,Station_5,10
2023-04-02,Train,Route_5,20:07,21:46,80,Station_16,Station_10,3
2023-04-02,Tram,Route_9,14:45,15:19,8,Station_8,Station_19,14
2023-04-02,Tram,Route_6,09:17,10:26,6,Station_8,Station_2,7
2023-04-02,Bus,Route_4,10:35,12:35,36,Station_4,Station_9,14
2023-04-02,Tram,Route_7,11:30,13:20,39,Station_15,Station_12,9
2023-04-02,Train,Route_8,17:57,19:22,14,Station_13,Station_5,3
2023-04-02,Metro,Route_9,21:05,23:01,72,Station_1,Station_10,2
2023-04-02,Bus,Route_6,11:09,12:08,53,Station_17,Station_16,3
2023-04-02,Metro,Route_6,22:36,24:34,88,Station_5,Station_19,4
2023-04-02,Bus,Route_9,09:24,11:15,88,Station_8,Station_10,10
2023-04-02,Metro,Route_7,22:43,23:59,36,Station_2,Station_5,5
2023-04-02,Train,Route_7,14:48,15:42,86,Station_19,Station_15,8
2023-04-02,Bus,Route_5,13:16,13:54,58,Station_16,Station_7,8
2023-04-02,Metro,Route_10,15:08,17:12,25,Station_16,Station_3,5
2023-04-02,Bus,Route_6,11:01,11:44,70,Station_17,Station_2,0
2023-04-02,Tram,Route_8,11:04,12:23,80,Station_4,Station_3,11
2023-04-02,Bus,Route_2,18:37,19:54,91,Station_9,Station_19,7
2023-04-02,Train,Route_8,19:17,21:15,65,Station_3,Station_9,0
2023-04-02,Train,Route_9,17:16,19:02,84,Station_5,Station_2,7
2023-04-02,Bus,Route_2,19:20,20:03,22,Station_17,Station_6,0
2023-04-02,Metro,Route_5,16:20,17:56,95,Station_20,Station_1,5
2023-04-02,Train,Route_2,07:37,08:51,71,Station_17,Station_8,2
2023-04-02,Bus,Route_8,20:05,20:35,94,Station_17,Station_2,1
2023-04-02,Metro,Route_8,17:22,18:57,37,Station_4,Station_6,8
2023-04-02,Train,Route_3,08:14,10:19,34,Station_19,Station_8,13
2023-04-02,Metro,Route_7,06:55,08:30,56,Station_1,Station_3,6
2023-04-02,Metro,Route_6,16:33,17:09,86,Station_7,Station_7,13
2023-04-02,Metro,Route_8,07:04,08:34,44,Station_2,Station_13,0
2023-04-02,Tram,Route_7,07:53,09:50,93,Station_8,Station_2,3
2023-04-02,Tram,Route_7,07:05,09:06,100,Station_7,Station_13,1
2023-04-02,Tram,Route_5,13:34,15:03,75,Station_9,Station_16,15
2023-04-02,Tram,Route_6,17:12,19:01,95,Station_1,Station_3,8
2023-04-03,Bus,Route_3,21:11,22:47,84,Station_2,Station_15,9
2023-04-03,Train,Route_3,20:21,21:08,12,Station_8,Station_14,10
2023-04-03,Bus,Route_9,06:40,08:01,13,Station_3,Station_19,13
