Date,TransportType,Route,DepartureTime,ArrivalTime,Passengers,DepartureStation,ArrivalStation,Delay
2023-02-01,Tram,Route_4,11:27,12:20,5,Station_17,Station_1,13
2023-02-01,Tram,Route_5,07:29,09:34,84,Station_5,Station_17,9
2023-02-01,Tram,Route_4,20:37,21:01,76,Station_10,Station_19,0
2023-02-01,Train,Route_2,11:50,13:36,49,Station_16,Station_6,2
2023-02-01,Bus,Route_4,07:33,08:52,55,Station_2,Station_17,12
2023-02-01,Metro,Route_9,13:07,15:10,87,Station_13,Station_18,14
2023-02-01,Bus,Route_5,22:18,23:03,74,Station_12,Station_19,12
2023-02-01,Bus,Route_4,11:31,13:31,2,Station_10,Station_11,15
2023-02-01,Bus,Route_6,13:24,14:31,85,Station_19,Station_7,3
2023-02-01,Bus,Route_2,07:07,07:32,56,Station_17,Station_10,3
2023-02-01,Metro,Route_8,13:15,14:26,53,Station_3,Station_5,8
2023-02-01,Tram,Route_3,05:11,06:48,56,Station_20,Station_1,7
2023-02-01,Metro,Route_5,08:28,09:29,24,Station_11,Station_18,11
2023-02-01,Train,Route_4,17:19,19:01,20,Station_10,Station_10,4
2023-02-01,Metro,Route_6,14:59,16:25,88,Station_2,Station_6,0
2023-02-01,Bus,Route_6,05:13,06:25,94,Station_6,Station_6,10
2023-02-01,Bus,Route_1,16:07,17:51,97,Station_2,Station_5,12
2023-02-01,Tram,Route_7,20:33,22:13,6,Station_16,Station_4,6
2023-02-01,Train,Route_9,06:00,06:40,59,Station_17,Station_16,7
2023-02-01,Train,Route_9,22:33,24:25,63,Station_8,Station_7,11
2023-02-01,Train,Route_3,07:59,09:25,10,Station_13,Station_20,13
2023-02-01,Tram,Route_8,17:39,18:52,6,Station_9,Station_13,4
2023-02-01,Train,Route_10,20:16,21:27,88,Station_2,Station_16,11
2023-02-01,Bus,Route_7,08:05,09:14,33,Station_20,Station_20,3
2023-02-01,Bus,Route_6,19:44,21:30,92,Station_19,Station_5,2
2023-02-01,Bus,Route_1,22:46,23:25,68,Station_9,Station_5,10
2023-02-01,Metro,Route_4,21:30,23:27,48,Station_15,Station_5,10
2023-02-01,Train,Route_4,09:09,10:44,38,Station_20,Station_7,4
2023-02-01,Train,Route_1,20:10,20:52,1,Station_8,Station_13,13
2023-02-01,Train,Route_6,09:39,10:18,59,Station_17,Station_16,9
2023-02-01,Train,Route_3,18:11,19:41,64,Station_17,Station_15,7
2023-02-01,Bus,Route_8,15:39,16:45,46,Station_2,Station_18,0
2023-02-02,Metro,Route_5,22:15,23:58,36,Station_7,Station_19,2
2023-02-02,Tram,Route_6,12:27,13:27,99,Station_2,Station_5,9
2023-02-02,Train,Route_10,17:16,18:48,19,Station_7,Station_15,9
2023-02-02,Train,Route_5,21:01,22:00,27,Station_1,Station_14,11
2023-02-02,Tram,Route_6,07:47,09:52,51,Station_17,Station_15,9
2023-02-02,Train,Route_2,14:35,15:25,28,Station_17,Station_8,6
2023-02-02,Tram,Route_4,15:51,17:44,38,Station_16,Station_8,11
2023-02-02,Metro,Route_5,19:18,20:07,43,Station_18,Station_15,4
2023-02-02,Tram,Route_2,10:11,11:55,71,Station_2,Station_16,10
2023-02-02,Bus,Route_2,21:49,22:32,47,Station_17,Station_4,6
2023-02-02,Bus,Route_10,12:53,14:11,80,Station_12,Station_9,15
2023-02-02,Metro,Route_1,12:05,13:40,36,Station_18,Station_9,12
2023-02-02,Train,Route_7,11:25,13:20,34,Station_13,Station_19,7
2023-02-02,Bus,Route_7,05:38,07:29,23,Station_8,Station_15,12
2023-02-02,Metro,Route_2,20:43,21:00,50,Station_18,Station_12,12
2023-02-02,Metro,Route_7,15:52,17:51,20,Station_17,Station_6,12
2023-02-02,Train,Route_7,22:01,23:18,72,Station_12,Station_1,2
2023-02-02,Train,Route_8,06:05,07:18,11,Station_18,Station_8,7
2023-02-02,Tram,Route_9,08:19,10:06,20,Station_15,Station_12,4
2023-02-02,Bus,Route_4,22:48,23:28,46,Station_1,Station_11,10
2023-02-02,Tram,Route_5,18:02,18:24,7,Station_6,Station_18,10
2023-02-02,Tram,Route_1,14:17,15:05,33,Station_8,Station_19,11
2023-02-02,Bus,Route_5,18:44,18:49,73,Station_18,Station_20,2
2023-02-02,Tram,Route_10,11:26,12:38,70,Station_16,Station_12,8
2023-02-02,Bus,Route_10,22:43,24:31,49,Station_3,Station_15,5
2023-02-02,Bus,Route_9,17:58,20:07,86,Station_5,Station_2,10
2023-02-02,Train,Route_10,08:41,10:45,95,Station_20,Station_15,15
2023-02-02,Tram,Route_10,08:51,09:25,66,Station_9,Station_19,4
2023-02-02,Train,Route_8,20:41,21:22,53,Station_16,Station_13,10
2023-02-02,Bus,Route_7,16:27,18:09,70,Station_8,Station_19,9
2023-02-02,Bus,Route_5,12:11,12:29,12,Station_18,Station_3,3
2023-02-02,Bus,Route_9,14:20,15:49,1,Station_17,Station_20,3
2023-02-03,Metro,Route_9,18:32,18:55,80,Station_19,Station_8,8
2023-02-03,Metro,Route_2,08:06,09:18,83,Station_12,Station_8,7
2023-02-03,Tram,Route_8,10:42,11:58,2,Station_4,Station_20,6
2023-02-03,Metro,Route_10,09:11,10:14,57,Station_15,Station_12,8
2023-02-03,Bus,Route_3,17:14,17:38,16,Station_12,Station_17,7
2023-02-03,Tram,Route_8,15:57,17:48,83,Station_9,Station_3,10
2023-02-03,Train,Route_4,05:39,06:23,7,Station_13,Station_1,8
2023-02-03,Metro,Route_6,08:28,09:21,80,Station_7,Station_4,11
2023-02-03,Metro,Route_1,13:43,15:47,93,Station_19,Station_1,8
2023-02-03,Bus,Route_2,10:50,11:51,81,Station_19,Station_4,8
2023-02-03,Bus,Route_2,18:15,19:00,44,Station_10,Station_3,1
2023-02-03,Tram,Route_9,10:09,11:20,3,Station_3,Station_17,0
2023-02-03,Train,Route_7,21:01,23:00,94,Station_11,Station_3,0
2023-02-03,Bus,Route_6,14:08,16:00,46,Station_18,Station_3,8
2023-02-03,Tram,Route_10,12:59,14:15,35,Station_5,Station_6,4
2023-02-03,Bus,Route_4,08:48,10:42,53,Station_13,Station_17,14
2023-02-03,Train,Route_8,07:07,09:12,66,Station_1,Station_19,15
2023-02-03,Metro,Route_4,22:31,24:30,95,Station_18,Station_12,6
2023-02-03,Bus,Route_8,09:29,09:59,9,Station_10,Station_3,8
2023-02-03,Bus,Route_6,11:11,12:53,47,Station_4,Station_4,5
2023-02-03,Train,Route_3,16:59,17:43,22,Station_19,Station_3,13
2023-02-03,Bus,Route_8,11:24,13:07,78,Station_18,Station_19,8
2023-02-03,Train,Route_6,10:21,11:46,16,Station_7,Station_9,1
2023-02-03,Bus,Route_9,09:27,10:26,39,Station_14,Station_7,14
2023-02-03,Tram,Route_9,08:53,09:51,90,Station_18,Station_8,11
2023-02-03,Train,Route_7,16:32,17:31,48,Station_12,Station_20,1
2023-02-03,Tram,Route_5,22:24,23:06,36,Station_18,Station_13,0
2023-02-03,Train,Route_4,09:16,10:52,35,Station_11,Station_18,2
2023-02-03,Bus,Route_8,06:21,08:06,87,Station_1,Station_14,9
2023-02-03,Metro,Route_1,16:16,18:14,1,Station_17,Station_17,12
2023-02-03,Metro,Route_6,22:59,23:37,22,Station_7,Station_1,1
2023-02-03,Bus,Route_3,16:41,18:07,20,Station_9,Station_13,1
2023-02-04,Train,Route_9,14:36,15:16,57,Station_9,Station_17,1
2023-02-04,Metro,Route_7,18:58,20:55,39,Station_18,Station_13,4
2023-02-04,Metro,Route_8,12:51,13:19,67,Station_16,Station_3,14
2023-02-04,Train,Route_1,15:06,15:30,53,Station_11,Station_8,3
2023-02-04,Tram,Route_10,21:45,23:04,26,Station_5,Station_1,9
2023-02-04,Tram,Route_3,05:30,06:40,66,Station_1,Station_10,0
2023-02-04,Train,Route_3,18:30,19:00,14,Station_19,Station_10,2
2023-02-04,Metro,Route_10,20:17,21:31,4,Station_17,Station_10,13
2023-02-04,Train,Route_3,21:04,21:25,19,Station_12,Station_15,11
2023-02-04,Tram,Route_9,10:15,11:38,48,Station_3,Station_9,8
2023-02-04,Metro,Route_7,09:20,10:01,41,Station_10,Station_4,4
2023-02-04,Bus,Route_5,18:44,18:54,51,Station_19,Station_4,9
2023-02-04,Train,Route_1,17:58,19:53,79,Station_8,Station_1,14
2023-02-04,Tram,Route_6,18:36,19:03,3,Station_20,Station_3,14
2023-02-04,Metro,Route_7,19:36,20:34,77,Station_7,Station_8,4
2023-02-04,Tram,Route_4,05:29,06:45,64,Station_4,Station_12,6
2023-02-04,Train,Route_9,20:08,20:24,86,Station_13,Station_7,6
2023-02-04,Bus,Route_2,19:04,19:30,13,Station_8,Station_15,1
2023-02-04,Train,Route_2,16:45,18:52,100,Station_3,Station_12,12
2023-02-04,Bus,Route_7,17:23,18:55,45,Station_15,Station_8,15
2023-02-04,Metro,Route_5,22:55,24:55,87,Station_19,Station_5,6
2023-02-04,Train,Route_1,11:35,13:36,48,Station_18,Station_18,15
2023-02-04,Train,Route_9,05:02,05:50,94,Station_16,Station_5,3
2023-02-04,Metro,Route_9,13:20,15:33,81,Station_2,Station_19,14
2023-02-04,Tram,Route_3,07:14,08:21,97,Station_7,Station_16,1
2023-02-04,Bus,Route_5,06:15,07:54,14,Station_14,Station_6,4
2023-02-04,Metro,Route_1,14:49,15:03,38,Station_5,Station_17,4
2023-02-04,Train,Route_6,07:44,09:01,45,Station_10,Station_19,2
2023-02-04,Tram,Route_4,21:53,23:32,67,Station_20,Station_18,9
2023-02-04,Tram,Route_9,10:47,10:54,67,Station_12,Station_11,3
2023-02-04,Metro,Route_3,19:46,20:24,2,Station_12,Station_5,4
2023-02-04,Bus,Route_3,11:06,12:35,68,Station_4,Station_3,14
2023-02-05,Bus,Route_6,22:47,24:16,34,Station_19,Station_5,15
2023-02-05,Tram,Route_2,14:45,15:11,3,Station_1,Station_18,14
2023-02-05,Train,Route_5,20:04,21:24,86,Station_5,Station_18,9
2023-02-05,Tram,Route_9,10:44,11:44,19,Station_9,Station_2,15
2023-02-05,Metro,Route_8,17:54,20:02,83,Station_11,Station_3,15
2023-02-05,Train,Route_4,06:58,07:16,31,Station_8,Station_11,5
2023-02-05,Tram,Route_8,14:45,15:50,96,Station_12,Station_14,9
2023-02-05,Metro,Route_6,05:28,06:01,8,Station_15,Station_18,14
2023-02-05,Metro,Route_7,14:39,14:51,63,Station_5,Station_1,0
